#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
28099-1-41,.28099_1_41.51,4842,5339,-,dfrA12_8,1-498/498,===============,0/0,100,100,resfinder,AM040708,dfrA12,Trimethoprim
28099-1-41,.28099_1_41.51,8774,10309,-,qepA4_1,1-1536/1536,===============,0/0,100,100,resfinder,KX580704,qepA4,Ciprofloxacin
28099-1-41,.28099_1_41.51,16570,17229,-,catA1_1,1-660/660,===============,0/0,100,99.85,resfinder,V00622,catA1,Chloramphenicol
28099-1-41,.28099_1_41.61,8156,9016,-,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-41,.28099_1_41.758,1,422,-,dfrA17_1,47-468/474,.==============,0/0,89.03,100,resfinder,FJ460238,dfrA17,Trimethoprim
28099-1-41,.28099_1_41.85,1858,3063,-,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
28099-1-41,.28099_1_41.87,3122,3850,-,mph(A)_2,203-921/921,...=====/======,02-Oct,78.07,98.22,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-42,.28099_1_42.2,235727,236959,-,mdf(A)_1,1-1233/1233,===============,0/0,100,99.92,resfinder,Y08743,mdf(A),
28099-1-42,.28099_1_42.52,396,1256,+,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-42,.28099_1_42.52,2630,3445,+,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
28099-1-42,.28099_1_42.52,3506,4309,+,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-42,.28099_1_42.52,4309,5145,+,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-42,.28099_1_42.73,1806,2279,+,dfrA17_1,1-474/474,===============,0/0,100,100,resfinder,FJ460238,dfrA17,Trimethoprim
28099-1-42,.28099_1_42.73,2410,3198,+,aadA5_1,1-789/789,===============,0/0,100,99.87,resfinder,AF137361,aadA5,Streptomycin
28099-1-42,.28099_1_42.73,3718,4584,+,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
28099-1-42,.28099_1_42.76,2806,3681,-,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-42,.28099_1_42.81,762,1967,-,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
28099-1-42,.28099_1_42.82,255,1176,+,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-42,.28099_1_42.88,1830,2690,-,aac(3)-IIa_1,1-861/861,===============,0/0,100,99.77,resfinder,X51534,aac(3)-IIa,Gentamicin;Tobramycin
28099-1-42,.28099_1_42.93,232,831,+,aac(6')-Ib-cr_1,1-600/600,===============,0/0,100,100,resfinder,DQ303918,aac(6')-Ib-cr,Ciprofloxacin
28099-1-42,.28099_1_42.93,962,1792,+,blaOXA-1_1,1-831/831,===============,0/0,100,100,resfinder,HQ170510,blaOXA-1,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
28099-1-42,.28099_1_42.93,1930,2374,+,catB3_1,1-445/633,===========....,0/0,70.3,99.78,resfinder,AJ009818,catB3,Chloramphenicol
28099-1-42,.28099_1_42.98,795,1304,-,dfrA8_1,1-510/510,===============,0/0,100,100,resfinder,U10186,dfrA8,Trimethoprim
28099-1-43,.28099_1_43.14,122359,122841,+,dfrA14_5,1-483/483,===============,0/0,100,99.59,resfinder,DQ388123,dfrA14,Trimethoprim
28099-1-43,.28099_1_43.20,27101,28333,+,mdf(A)_1,1-1233/1233,===============,0/0,100,98.38,resfinder,Y08743,mdf(A),
28099-1-43,.28099_1_43.30,1438,2274,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-43,.28099_1_43.30,2274,3077,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-43,.28099_1_43.30,3138,3953,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
28099-1-43,.28099_1_43.8,215065,215940,+,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-43,.28099_1_43.8,220581,221237,+,qnrS1_1,1-657/657,===============,0/0,100,100,resfinder,AB187515,qnrS1,Ciprofloxacin
28099-1-46,.28099_1_46.2,268846,270078,-,mdf(A)_1,1-1233/1233,===============,0/0,100,99.92,resfinder,Y08743,mdf(A),
28099-1-46,.28099_1_46.33,45694,46554,-,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-46,.28099_1_46.63,2143,2616,+,dfrA17_1,1-474/474,===============,0/0,100,100,resfinder,FJ460238,dfrA17,Trimethoprim
28099-1-46,.28099_1_46.63,2747,3535,+,aadA5_1,1-789/789,===============,0/0,100,100,resfinder,AF137361,aadA5,Streptomycin
28099-1-46,.28099_1_46.63,4055,4921,+,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
28099-1-46,.28099_1_46.63,10216,11137,-,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-46,.28099_1_46.69,1762,2598,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-46,.28099_1_46.69,2948,3430,-,dfrA14_5,1-483/483,===============,0/0,100,99.79,resfinder,DQ388123,dfrA14,Trimethoprim
28099-1-46,.28099_1_46.69,3438,3969,-,aph(3'')-Ib_5,1-532/804,==========.....,0/0,66.17,99.81,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-46,.28099_1_46.69,4030,4845,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
28099-1-46,.28099_1_46.76,3666,4526,-,blaSHV-12_1,1-861/861,===============,0/0,100,99.88,resfinder,KF976405,blaSHV-12,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-46,.28099_1_46.81,976,2181,-,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
28099-1-47,.28099_1_47.16,15151,16026,+,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-47,.28099_1_47.42,1473,2678,-,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
28099-1-47,.28099_1_47.42,5671,6330,+,catA1_1,1-660/660,===============,0/0,100,99.85,resfinder,V00622,catA1,Chloramphenicol
28099-1-47,.28099_1_47.42,12816,14351,+,qepA4_1,1-1536/1536,===============,0/0,100,100,resfinder,KX580704,qepA4,Ciprofloxacin
28099-1-47,.28099_1_47.42,17561,18058,+,dfrA12_8,1-498/498,===============,0/0,100,100,resfinder,AM040708,dfrA12,Trimethoprim
28099-1-47,.28099_1_47.42,18456,19257,+,aadA2_1,18-819/819,===============,0/0,97.92,99.88,resfinder,NC_010870,aadA2,Streptomycin
28099-1-47,.28099_1_47.42,19735,20601,+,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
28099-1-47,.28099_1_47.42,25896,26817,-,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-47,.28099_1_47.54,228,1088,+,aac(3)-IId_1,1-861/861,===============,0/0,100,99.88,resfinder,EU022314,aac(3)-IId,Gentamicin;Tobramycin
28099-1-47,.28099_1_47.54,6060,6920,+,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-47,.28099_1_47.55,1,697,-,sul2_14,1-697/819,=============..,0/0,85.1,100,resfinder,AJ514834,sul2,Sulfamethoxazole
28099-1-47,.28099_1_47.55,4404,5240,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-47,.28099_1_47.55,5590,6072,-,dfrA14_5,1-483/483,===============,0/0,100,99.79,resfinder,DQ388123,dfrA14,Trimethoprim
28099-1-47,.28099_1_47.55,6080,6611,-,aph(3'')-Ib_5,1-532/804,==========.....,0/0,66.17,99.81,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-47,.28099_1_47.6,208689,209921,-,mdf(A)_1,1-1233/1233,===============,0/0,100,99.92,resfinder,Y08743,mdf(A),
28099-1-49,.28099_1_49.20,940,2145,-,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
28099-1-49,.28099_1_49.30,7086,8231,+,blaCMY-2_1,1-1146/1146,===============,0/0,100,100,resfinder,X91840,blaCMY-2,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
28099-1-49,.28099_1_49.39,215,1051,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-49,.28099_1_49.39,1051,1854,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-49,.28099_1_49.39,1915,2730,-,sul2_3,1-816/816,===============,0/0,100,100,resfinder,HQ840942,sul2,Sulfamethoxazole
28099-1-49,.28099_1_49.40,2269,3129,+,aac(3)-IId_1,1-861/861,===============,0/0,100,99.88,resfinder,EU022314,aac(3)-IId,Gentamicin;Tobramycin
28099-1-49,.28099_1_49.41,1060,1926,-,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
28099-1-49,.28099_1_49.41,2446,3234,-,aadA5_1,1-789/789,===============,0/0,100,100,resfinder,AF137361,aadA5,Streptomycin
28099-1-49,.28099_1_49.41,3365,3838,-,dfrA17_1,1-474/474,===============,0/0,100,100,resfinder,FJ460238,dfrA17,Trimethoprim
28099-1-49,.28099_1_49.42,3300,4221,-,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-49,.28099_1_49.43,536,1411,+,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-49,.28099_1_49.47,204,648,-,catB3_1,1-445/633,===========....,0/0,70.3,99.78,resfinder,AJ009818,catB3,Chloramphenicol
28099-1-49,.28099_1_49.47,786,1616,-,blaOXA-1_1,1-831/831,===============,0/0,100,100,resfinder,HQ170510,blaOXA-1,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
28099-1-49,.28099_1_49.47,1747,2346,-,aac(6')-Ib-cr_1,1-600/600,===============,0/0,100,100,resfinder,DQ303918,aac(6')-Ib-cr,Ciprofloxacin
28099-1-49,.28099_1_49.49,670,1530,-,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-49,.28099_1_49.6,208726,209958,-,mdf(A)_1,1-1233/1233,===============,0/0,100,98.78,resfinder,Y08743,mdf(A),
28099-1-50,.28099_1_50.3,208686,209918,-,mdf(A)_1,1-1233/1233,===============,0/0,100,99.92,resfinder,Y08743,mdf(A),
28099-1-50,.28099_1_50.30,45694,46554,-,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-50,.28099_1_50.58,2143,2616,+,dfrA17_1,1-474/474,===============,0/0,100,100,resfinder,FJ460238,dfrA17,Trimethoprim
28099-1-50,.28099_1_50.58,2747,3535,+,aadA5_1,1-789/789,===============,0/0,100,100,resfinder,AF137361,aadA5,Streptomycin
28099-1-50,.28099_1_50.58,4055,4921,+,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
28099-1-50,.28099_1_50.58,10216,11137,-,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-50,.28099_1_50.63,1779,2615,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-50,.28099_1_50.63,2965,3447,-,dfrA14_5,1-483/483,===============,0/0,100,99.79,resfinder,DQ388123,dfrA14,Trimethoprim
28099-1-50,.28099_1_50.63,3455,3986,-,aph(3'')-Ib_5,1-532/804,==========.....,0/0,66.17,99.81,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-50,.28099_1_50.63,4047,4862,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
28099-1-50,.28099_1_50.69,3666,4526,-,blaSHV-12_1,1-861/861,===============,0/0,100,99.88,resfinder,KF976405,blaSHV-12,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-50,.28099_1_50.79,976,2181,-,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
28099-1-51,.28099_1_51.1,635390,636636,-,tet(A)_6,1-1247/1275,===============,0/0,97.8,100,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
28099-1-51,.28099_1_51.2,421609,422841,-,mdf(A)_1,1-1233/1233,===============,0/0,100,97.81,resfinder,Y08743,mdf(A),
28099-1-51,.28099_1_51.21,91265,92140,-,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-51,.28099_1_51.37,216,1137,+,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-51,.28099_1_51.37,6432,7298,-,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
28099-1-51,.28099_1_51.37,7818,8606,-,aadA5_1,1-789/789,===============,0/0,100,100,resfinder,AF137361,aadA5,Streptomycin
28099-1-51,.28099_1_51.37,8737,9210,-,dfrA17_1,1-474/474,===============,0/0,100,100,resfinder,FJ460238,dfrA17,Trimethoprim
28099-1-51,.28099_1_51.40,126,657,-,aph(6)-Id_1,1-532/837,==========.....,0/0,63.56,99.81,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-51,.28099_1_51.40,657,1460,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-51,.28099_1_51.40,1521,2336,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
28099-1-51,.28099_1_51.44,1838,2698,-,aac(3)-IIa_1,1-861/861,===============,0/0,100,99.77,resfinder,X51534,aac(3)-IIa,Gentamicin;Tobramycin
28099-1-51,.28099_1_51.47,138,582,-,catB3_1,1-445/633,===========....,0/0,70.3,99.78,resfinder,AJ009818,catB3,Chloramphenicol
28099-1-51,.28099_1_51.47,720,1550,-,blaOXA-1_1,1-831/831,===============,0/0,100,100,resfinder,HQ170510,blaOXA-1,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
28099-1-51,.28099_1_51.47,1681,2280,-,aac(6')-Ib-cr_1,1-600/600,===============,0/0,100,100,resfinder,DQ303918,aac(6')-Ib-cr,Ciprofloxacin
28099-1-53,.28099_1_53.2,208694,209926,-,mdf(A)_1,1-1233/1233,===============,0/0,100,99.92,resfinder,Y08743,mdf(A),
28099-1-53,.28099_1_53.26,68191,69051,-,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-53,.28099_1_53.44,2167,2640,+,dfrA17_1,1-474/474,===============,0/0,100,100,resfinder,FJ460238,dfrA17,Trimethoprim
28099-1-53,.28099_1_53.44,2771,3559,+,aadA5_1,1-789/789,===============,0/0,100,100,resfinder,AF137361,aadA5,Streptomycin
28099-1-53,.28099_1_53.44,4079,4945,+,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
28099-1-53,.28099_1_53.44,10240,11161,-,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-53,.28099_1_53.62,1786,2622,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-53,.28099_1_53.62,2972,3454,-,dfrA14_5,1-483/483,===============,0/0,100,99.79,resfinder,DQ388123,dfrA14,Trimethoprim
28099-1-53,.28099_1_53.62,3462,3993,-,aph(3'')-Ib_5,1-532/804,==========.....,0/0,66.17,99.81,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-53,.28099_1_53.62,4054,4869,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
28099-1-53,.28099_1_53.65,4234,5439,+,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
28099-1-53,.28099_1_53.66,3666,4526,-,blaSHV-12_1,1-861/861,===============,0/0,100,99.88,resfinder,KF976405,blaSHV-12,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-54,.28099_1_54.100,1529,2002,+,dfrA17_1,1-474/474,===============,0/0,100,100,resfinder,FJ460238,dfrA17,Trimethoprim
28099-1-54,.28099_1_54.100,2133,2921,+,aadA5_1,1-789/789,===============,0/0,100,100,resfinder,AF137361,aadA5,Streptomycin
28099-1-54,.28099_1_54.103,538,1170,-,catB3_2,1-633/633,===============,0/0,100,100,resfinder,U13880,catB3,Chloramphenicol
28099-1-54,.28099_1_54.103,1308,2138,-,blaOXA-1_1,1-831/831,===============,0/0,100,100,resfinder,HQ170510,blaOXA-1,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
28099-1-54,.28099_1_54.103,2269,2868,-,aac(6')-Ib-cr_1,1-600/600,===============,0/0,100,100,resfinder,DQ303918,aac(6')-Ib-cr,Ciprofloxacin
28099-1-54,.28099_1_54.108,831,1691,+,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-54,.28099_1_54.2,158802,160034,-,mdf(A)_1,1-1233/1233,===============,0/0,100,99.35,resfinder,Y08743,mdf(A),
28099-1-54,.28099_1_54.5,9675,10550,+,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-54,.28099_1_54.86,556,1416,+,aac(3)-IId_1,1-861/861,===============,0/0,100,99.88,resfinder,EU022314,aac(3)-IId,Gentamicin;Tobramycin
28099-1-54,.28099_1_54.88,402,1217,+,sul2_3,1-816/816,===============,0/0,100,100,resfinder,HQ840942,sul2,Sulfamethoxazole
28099-1-54,.28099_1_54.88,1278,2081,+,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-54,.28099_1_54.88,2081,2917,+,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-54,.28099_1_54.88,3896,5142,+,tet(A)_6,1-1247/1275,===============,0/0,97.8,100,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
28099-1-54,.28099_1_54.96,2872,3793,-,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-55,.28099_1_55.11,7157,7959,+,aph(3'')-Ib_2,2-804/804,===============,0/0,99.88,100,resfinder,AF024602,aph(3'')-Ib,Streptomycin
28099-1-55,.28099_1_55.11,7959,8795,+,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-55,.28099_1_55.14,5519,6765,+,tet(A)_6,1-1247/1275,===============,0/0,97.8,99.92,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
28099-1-55,.28099_1_55.25,231,728,+,dfrA12_8,1-498/498,===============,0/0,100,100,resfinder,AM040708,dfrA12,Trimethoprim
28099-1-55,.28099_1_55.25,1126,1927,+,aadA2_1,18-819/819,===============,0/0,97.92,99.88,resfinder,NC_010870,aadA2,Streptomycin
28099-1-55,.28099_1_55.25,2405,3271,+,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
28099-1-55,.28099_1_55.27,1741,2542,-,ant(3'')-Ia_1,171-972/972,..=============,0/0,82.51,99.75,resfinder,X02340,ant(3'')-Ia,Streptomycin
28099-1-55,.28099_1_55.27,2625,3884,-,cmlA1_1,1-1260/1260,===============,0/0,100,99.92,resfinder,M64556,cmlA1,Chloramphenicol
28099-1-55,.28099_1_55.28,495,1370,+,blaCTX-M-3_1,1-876/876,===============,0/0,100,100,resfinder,Y10278,blaCTX-M-3,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-55,.28099_1_55.28,2152,2897,-,blaTEM-141_1,116-861/861,..=============,0/0,86.64,99.87,resfinder,AY956335,blaTEM-141,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
28099-1-55,.28099_1_55.29,1997,2788,+,sul3_2,1-792/792,===============,0/0,100,100,resfinder,AJ459418,sul3,Sulfamethoxazole
28099-1-55,.28099_1_55.3,283596,284828,+,mdf(A)_1,1-1233/1233,===============,0/0,100,98.46,resfinder,Y08743,mdf(A),
28099-1-55,.28099_1_55.30,1884,2300,-,fosA3_1,1-417/417,===============,0/0,100,100,resfinder,AB522970,fosA3,Fosfomycin
28099-1-57,.28099_1_57.144,519,1394,-,blaCTX-M-27_1,1-876/876,===============,0/0,100,100,resfinder,AY156923,blaCTX-M-27,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-57,.28099_1_57.2,337330,338562,-,mdf(A)_1,1-1233/1233,===============,0/0,100,97.81,resfinder,Y08743,mdf(A),
28099-1-57,.28099_1_57.216,1,649,+,blaCTX-M-139_1,228-876/876,...============,0/0,74.09,100,resfinder,KC107824,blaCTX-M-139,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
28099-1-57,.28099_1_57.48,195,1116,+,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
28099-1-57,.28099_1_57.48,6411,7277,-,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
28099-1-57,.28099_1_57.48,7797,8585,-,aadA5_1,1-789/789,===============,0/0,100,100,resfinder,AF137361,aadA5,Streptomycin
28099-1-57,.28099_1_57.48,8716,9189,-,dfrA17_1,1-474/474,===============,0/0,100,100,resfinder,FJ460238,dfrA17,Trimethoprim
28099-1-57,.28099_1_57.59,518,1764,-,tet(A)_6,1-1247/1275,===============,0/0,97.8,100,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
28099-1-57,.28099_1_57.59,2743,3579,-,aph(6)-Id_1,1-837/837,===============,0/0,100,99.88,resfinder,M28829,aph(6)-Id,Streptomycin
28099-1-57,.28099_1_57.59,3579,4382,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
28099-1-57,.28099_1_57.59,4443,5258,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
