,gene_accession,Class,Phenotype,Mechanism of resistance,gene,accession
1365,blaCMY-51_1_JQ733571,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-51_1,JQ733571
1366,blaCMY-53_1_HQ336940,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-53_1,HQ336940
1367,blaCMY-54_1_HM544039,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-54_1,HM544039
1368,blaCMY-55_1_HM544040,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-55_1,HM544040
1369,blaCMY-56_1_HQ322613,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-56_1,HQ322613
1370,blaCMY-57_1_HQ285243,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-57_1,HQ285243
1371,blaCMY-58_1_HQ185697,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-58_1,HQ185697
1372,blaCMY-59_1_NG_048854,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-59_1,48854
1373,blaCMY-60_1_JF460794,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-60_1,JF460794
1374,blaCMY-61_1_JF460795,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-61_1,JF460795
1375,blaCMY-62_1_JF460796,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-62_1,JF460796
1376,blaCMY-63_1_HQ650104,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-63_1,HQ650104
1377,blaCMY-64_1_HQ832678,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-64_1,HQ832678
1378,blaCMY-65_1_JF780936,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-65_1,JF780936
1379,blaCMY-66_1_JN714478,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-66_1,JN714478
1380,blaCMY-67_1_JQ711185,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-67_1,JQ711185
1381,blaCMY-68_1_JN714480,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-68_1,JN714480
1382,blaCMY-69_1_JX049132,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-69_1,JX049132
1383,blaCMY-70_1_JX440350,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-70_1,JX440350
1384,blaCMY-71_1_JQ711184,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-71_1,JQ711184
1385,blaCMY-72_1_JX440352,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-72_1,JX440352
1386,blaCMY-73_1_GQ351345,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-73_1,GQ351345
1387,blaCMY-74_1_JX440349,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-74_1,JX440349
1388,blaCMY-75_1_JQ733572,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-75_1,JQ733572
1389,blaCMY-76_1_JQ733573,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-76_1,JQ733573
1390,blaCMY-77_1_JX440353,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-77_1,JX440353
1391,blaCMY-78_1_JQ733575,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-78_1,JQ733575
1392,blaCMY-79_1_JQ733576,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-79_1,JQ733576
1393,blaCMY-80_1_JQ733577,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-80_1,JQ733577
1394,blaCMY-81_1_JQ733578,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-81_1,JQ733578
1395,blaCMY-82_1_KJ207203,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-82_1,KJ207203
1396,blaCMY-83_1_JX440351,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-83_1,JX440351
1397,blaCMY-84_1_JQ733579,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-84_1,JQ733579
1398,blaCMY-85_1_KJ207202,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-85_1,KJ207202
1399,blaCMY-86_1_KJ207204,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-86_1,KJ207204
1400,blaCMY-87_1_AB699171,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-87_1,AB699171
1401,blaCMY-89_1_HE819403,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-89_1,HE819403
1402,blaCMY-90_1_HE819404,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-90_1,HE819404
1403,blaCMY-93_1_KF992025,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-93_1,KF992025
1404,blaCMY-94_1_JX514368,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-94_1,JX514368
1405,blaCMY-95_1_JX514369,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-95_1,JX514369
1406,blaCMY-96_1_KC007362,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-96_1,KC007362
1407,blaCMY-97_1_KC007363,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-97_1,KC007363
1408,blaCMY-99_1_KF305673,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-99_1,KF305673
1409,blaCMY-100_1_KF526113,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-100_1,KF526113
1410,blaCMY-101_1_KF526114,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-101_1,KF526114
1411,blaCMY-102_1_KF526115,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-102_1,KF526115
1412,blaCMY-103_1_KF526116,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-103_1,KF526116
1413,blaCMY-104_1_KF150216,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-104_1,KF150216
1414,blaCMY-105_1_KJ207205,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-105_1,KJ207205
1415,blaCMY-106_1_KM983294,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-106_1,KM983294
1416,blaCMY-107_1_GQ162215,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-107_1,GQ162215
1417,blaCMY-108_1_KF564648,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-108_1,KF564648
1418,blaCMY-109_1_AJ746169,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-109_1,AJ746169
1419,blaCMY-110_1_AB872957,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-110_1,AB872957
1420,blaCMY-111_1_KJ155695,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-111_1,KJ155695
1421,blaCMY-112_1_KM087837,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-112_1,KM087837
1422,blaCMY-113_1_KM087836,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-113_1,KM087836
1423,blaCMY-114_1_KM087846,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-114_1,KM087846
1424,blaCMY-115_1_KM087839,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-115_1,KM087839
1425,blaCMY-116_1_KM087840,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-116_1,KM087840
1426,blaCMY-117_1_KM087844,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-117_1,KM087844
1427,blaCMY-118_1_KM087838,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-118_1,KM087838
1428,blaCMY-119_1_KM087845,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-119_1,KM087845
1429,blaCMY-121_1_KM507172,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-121_1,KM507172
1430,blaCMY-122_1_KM985460,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-122_1,KM985460
1431,blaCMY-124_1_KM985462,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-124_1,KM985462
1432,blaCMY-125_1_KM985463,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-125_1,KM985463
1433,blaCMY-127_1_KM985465,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-127_1,KM985465
1434,blaCMY-128_1_KM985466,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-128_1,KM985466
1435,blaCMY-129_1_KM985467,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-129_1,KM985467
1436,blaCMY-130_1_KP207589,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-130_1,KP207589
1437,blaCMY-131_1_KP281294,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-131_1,KP281294
1438,blaCMY-132_1_KP862820,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-132_1,KP862820
1439,blaCMY-133_1_KP862819,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-133_1,KP862819
1440,blaCMY-134_1_KP860987,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-134_1,KP860987
1441,blaCMY-135_1_KP981366,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-135_1,KP981366
1442,blaCMY-138_1_KT997883,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-138_1,KT997883
1443,blaCMY-139_1_KU641016,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaCMY-139_1,KU641016
